"id","status","date","country","country_code","place","type","sentiment","fav","retweet","lang","source"
1255029835539394560,"Facing the Covid-19 crisis is like walking on hot coal. A minor negligence can burn your future.

This battle will… https://t.co/CZLky7VOJp","04/28/20","India","IN","Bengaluru","city",0,0,0,"en","Instagram"
1255030466618548225,"New available masks from Demented Store! Get your COVID-19 masks in style for only 10$. (Additional shipping fee of… https://t.co/G7kjmqOVm5","04/28/20","United States","US","Pomona","city",0.21212121212121213,0,0,"en","Instagram"
1255030801156108290,"Lockdown creatives we still alive thank the man And sabelo_mth upstairs#Godsmove#ink#sketch#Art#Vango#@OZZYTOUR@… https://t.co/J2o3PB7DXd","04/28/20","South Africa","ZA","Durban","city",0.1,0,0,"en","Instagram"
1255031133969907712,"More coronavirus cases confirmed in Cornwall https://t.co/LON2WKLIHO https://t.co/pnManlUbNE","04/28/20","United Kingdom","GB","Boscastle","city",0.45,1,0,"en","dlvr.it"
1255031252341538816,"Caitlan's world championship dream dashed thanks to coronavirus https://t.co/vFqjEestLb https://t.co/L0x95RKmRn","04/28/20","Australia","AU","Ceduna","city",0.2,0,0,"en","dlvr.it"
1255031465936642048,"Sending over some DIY PPE to Hospital Tuanku Jaafar, Seremban. Thank you Front-liners, your contribution in protect… https://t.co/cPDxfbHDeF","04/28/20","Malaysia","MY","Bandar Seremban","city",0.25,1,0,"en","Instagram"
1255032243543609344,"Enduring the pain and hunger in this COVID-19 pandemic season can only be worth it if we put the vulnerable into pe… https://t.co/RczwmMiJ2m","04/28/20","Nigeria","NG","Ikorudu","city",-0.025,0,0,"en","Instagram"
1255032605659054086,"#endthelockdown the ripple effect is starting to happen.. this is madness #coronavirus #covid19 #tyranny… https://t.co/6pciX5UW5q","04/28/20","Canada","CA","Victoria","city",0,2,1,"en","Instagram"
1255032892826071041,"Coronavirus-related syndrome may be emerging in children in the UK https://t.co/aAlOPnGNcy https://t.co/dutEXXVG9u","04/28/20","United Kingdom","GB","Burnham-on-Crouch","city",0,0,0,"en","dlvr.it"
1255032926405750785,"#thekingdomofthecupcakes #cake #chocolate #nutella #coronavirus #covid19 #mequedoencasa en Cupcake's Kingdom Veracr… https://t.co/w3PgrFioLw","04/28/20","Mexico","MX","Boca del Río","city",0,0,0,"en","Instagram"
1255033468821680129,"Sudah cocok belum jadi atlet bowling? 😀😀
#dirumahaja sampai Covid-19 musnah dari daratan Indonesia.
----
Is it okay… https://t.co/St5nGyPTjR","04/28/20","Indonesia","ID","Pademangan","city",0.5,1,0,"en","Instagram"
1255033708257705984,"Good Morning Rubber Pervs 💋😈 my rubber prison catsuit and glued chastity belt is still so wonderful and awesome!
.… https://t.co/MktpWxTgmX","04/28/20","Republic of Croatia","HR","Republic of Croatia","country",0.9,3,0,"en","Instagram"
1255033847391178752,"34days... 
#ccb
#cb 
#sgunited🇸🇬 
#sgunited 
#singapore 
#sgig #igsg #piggytheyoutuber #猪油tuber #covid_19 #covid19… https://t.co/1v6j1js3xM","04/28/20","Singapore","SG","Central Region","admin",0,0,1,"en","Instagram"
1255033886339485696,"Seems Telangana Govt is not testing as required 

Test, Isolate, Treat to end Covid-19 

#kcr #ktr… https://t.co/ZTVKiHHO6D","04/28/20","India","IN","Warangal-Hamamkonda","city",0,0,0,"en","Instagram"
1255033903854673920,"Push yourself, because no one else is going to do it for you.  

#yamanpahuja
#ShikshaGyan 
#Entrepreneurs… https://t.co/B8LiSOzhEC","04/28/20","India","IN","Hisar","city",0,0,0,"en","Instagram"
1255034396337491968,"Due to the closure of many USA 🇺🇸 racetracks due to #covid19 &amp; the interruptions to the 3yo @kentuckyderby season/p… https://t.co/NBXrS3E3Wt","04/28/20","United States","US","Lafayette","city",0.10250000000000001,0,0,"en","Instagram"
1255034703238889473,"#Jailbreak Day #1 - Because #KFC is #life

#keepingitreal #COVID19 #Auckland #NZ @ Auckland, New Zealand https://t.co/zgSDsZ5FQ6","04/28/20","New Zealand","NZ","Auckland","city",0.13636363636363635,1,0,"en","Instagram"
1255034841810128896,"I heard Coronavirus start moving around from 8pm in Nigeria 🇳🇬 
I’m still wondering how the CinC was able to discov… https://t.co/RFopbO4XAL","04/28/20","United Kingdom","GB","Camberwell","city",0.5,2,0,"en","Instagram"
1255034972538314752,"The Future is bright. Also any space planning / office mgt tips would be fab!
.
.
#morningcommute #lockdown… https://t.co/1T8aD0qMnG","04/28/20","United Kingdom","GB","London","city",0.43750000000000006,0,0,"en","Instagram"
1255035048706727936,"#Coronavirus #Culture #Politics Seth Meyers breaks down why Trump's lie about 'sarcastic' disinfectant comments is… https://t.co/WPxNKKGeD2","04/28/20","United States","US","Miramar","city",-0.018518518518518528,0,0,"en","dlvr.it"
1255035908845273092,"Call for Universal Credit 2020 coronavirus rise to be added to ESA benefit https://t.co/2xsuQo6KeN https://t.co/1YfiYNZ4xi","04/28/20","United Kingdom","GB","Birmingham","city",0,1,0,"en","dlvr.it"
1255036768342155264,"Just a reminder...every death now is caused by Covid-19. @ Derma Contour Skin Clinic https://t.co/HplZTpwZmj","04/28/20","Nigeria","NG","Abuja","city",0,0,0,"en","Instagram"
1255036787279269888,"N | Glasgow pub blasted over 'shockingly vile' coronavirus Facebook post: ... published on the Facebook page of The… https://t.co/YZuW7VBJTb","04/28/20","United Kingdom","GB","London","city",-0.14583333333333331,0,1,"en","dlvr.it"
1255037295092133889,"APPUK — Glasgow pub blasted over 'shockingly vile' coronavirus Facebook post: ... published on the Facebook page of… https://t.co/O4QdEmQ8IF","04/28/20","United Kingdom","GB","Camden Town","city",-0.14583333333333331,0,0,"en","dlvr.it"
1255037354772856842,"💾 ⓈⓀⓎ ⓉⒺⒸⒽ WHO warns against COVID-19 'immunity passports' - https://t.co/5pv5xdLlDl","04/28/20","United Kingdom","GB","Glasgow","city",0,0,1,"en","oysttyer"
1255037662928474112,"Here are some reminders for you during the pandemic. Foreigners staying in Indonesia are encouraged to comply with… https://t.co/WKIgw29EsM","04/28/20","Indonesia","ID","Balikpapan Tengah","city",0,0,0,"en","Instagram"
1255037758588026880,"Let's be warm with this colourful cotton Gucci tracksuit. R450. Sizes M - 3XL.  Payment confirms your order… https://t.co/KGPakZRRf3","04/28/20","South Africa","ZA","Richard's Bay","city",0.6,0,0,"en","Instagram"
1255038061710389249,"🌼🐇🐰🌼
Peace of mind is the highest
form of wealth.
Forever grateful, more life.

https://t.co/gRsZodBH1n ||.… https://t.co/5GnqzfiHwq","04/28/20","United States","US","Houston","city",0.5,0,1,"en","Instagram"
1255038466074632194,".
‘Emperor’
- hiding from pandemic
.
.
.
.
#coronavirus #pandemic #covid_19 #virus #storytelling #artdirection… https://t.co/qLjobLx0BJ","04/28/20","Italy","IT","Milan","city",0,0,0,"en","Instagram"
1255038662405832709,"Beautiful sunset #ilovesydney #shotoniphone #sydney #sydneyoperahouse #bridgeclimb #yourshotphotographer #natgeoau… https://t.co/q65761rto3","04/28/20","Australia","AU","Sydney","city",0.85,0,0,"en","Instagram"
1255039635610390529,"Honoured to bring Jarek and Kate Miller together in Marriage on Saturday March 14, just before the #COVID19 lockdow… https://t.co/UWvXYoRDNm","04/28/20","Australia","AU","Wahgunyah","neighborhood",0.8,0,0,"en","Instagram"
1255039656497942528,"Another busy #hoppytuesday #cracking n #packing n #dispatching #AGKs and #bagging #freshhops to keep you all… https://t.co/976qgaGGgg","04/28/20","Australia","AU","Melbourne","city",0.1,0,0,"en","Instagram"
1255039898287030272,"KEEP YOUR DISTANCE
#physicaldistancing #staysocialduringdistancing
#mentalhealth
#mindfulness
#commensence… https://t.co/3JaoT7jxGu","04/28/20","South Africa","ZA","Hout Bay","city",0,0,0,"en","Instagram"
1255040077958447104,"Building my new portfolio / same models due to covid lockdown
(non official headshots / personal project) .
.
.
.
.… https://t.co/3CxP3aswH7","04/28/20","France","FR","Paris","city",0.0028409090909090884,0,0,"en","Instagram"
1255040321395789824,"RT @Yourreadingnews: RT @GOVUK: Don’t put others at risk. Stay home.

#StayHomeSaveLives https://t.co/NufJ3E2sQm… https://t.co/0qoLgpZZh3","04/28/20","United Kingdom","GB","Reading","city",0,0,0,"en","Hootsuite Inc."
1255040339494068225,"#wfh #moneyfm893 #sphradio catch the sport news 4-7pm and full news 8-10pm #covid19 #coronavirus #circuitbreaker… https://t.co/rFvUUaHcDG","04/28/20","Singapore","SG","Central Region","admin",0.35,0,0,"en","Instagram"
1255041909485113346,"Had fun on IG live yesterday discussing Marketing strategy post COVID with @LifeAfterSch_ 

I was clear that we sho… https://t.co/J3EMMuoRpZ","04/28/20","Nigeria","NG","Ikeja","city",0.14727272727272728,4,2,"en","Instagram"
1255041954242592770,"The new normal
.
.
.
.
.
.
#elevatorselfie #elevator #facemask #facemaskselfie #s20ultra #instagood #instadaily… https://t.co/oIeZBTQmab","04/28/20","United Arab Emirates","AE","Dubai","admin",0.1431818181818182,0,0,"en","Instagram"
1255042180923736070,"Dianna, #Witham #TheBigIssue seller really struggling at the moment - landlord threatening to evict her and her fam… https://t.co/eTPuQ2enzY","04/28/20","United Kingdom","GB","Witham","city",0.2,0,0,"en","Instagram"
1255042455679848450,"Fighting Stigma : New 'minimum child maintenance payments' to help single parents during Covid-19 crisis: Campaigni… https://t.co/6m2jqjf2IR","04/28/20","Canada","CA","Varennes","city",0.021645021645021644,0,1,"en","dlvr.it"
1255042646898356226,"We hope you are well and keeping safe. 

DMC remains open during COVID-19, 
whilst respecting social distancing.… https://t.co/NMnr2UXQM2","04/28/20","United Kingdom","GB","Droitwich","city",0.17777777777777778,1,0,"en","Instagram"
1255043153586868226,"Dear Govt atleast pay them their Salary
U cant expect Doctor to fight COVID empty stomach....
Most 9f them are Youn… https://t.co/rLbTOEfsTz","04/28/20","India","IN","Motihari","city",0.125,0,0,"en","Instagram"
1255043792719183872,"Throwback.

Same place with different guy.
😁
1st picture 2020.
2nd picture 2017.

#throwback
#corona
#lockdown2020… https://t.co/JI50BsiEpy","04/28/20","India","IN","Jaipur","city",0,0,0,"en","Instagram"
1255044289102598144,"You might have been wondering how we're doing in the current situation, and what you could do to help the 1500 peop… https://t.co/xbi8r6EoOJ","04/28/20","United Kingdom","GB","Ealing","city",-0.09375,4,3,"en","Hootsuite Inc."
1255044591759159296,"Fighting Stigma — Recovered Covid-19 patients not carriers: Govt: Many people with Covid-19- like symptoms are not… https://t.co/gkAQHWbaxe","04/28/20","Canada","CA","Montréal","city",0.33,0,1,"en","dlvr.it"
1255044595743887360,"UTC -7 | KR —   What America can learn from other nations in the war on COVID-19: South Korea's malls and restauran… https://t.co/rCWhEKHsVP","04/28/20","Canada","CA","Vancouver","city",0.005681818181818177,0,1,"en","dlvr.it"
1255044962871279616,"The Old World Thrush!

COVID-19, National Lockdown: Day-35

bbcearth #asia_photography2018 #bbcwildlifepotd… https://t.co/O0eK9VNMdY","04/28/20","India","IN","Salem","city",0.125,2,0,"en","Instagram"
1255045172842414080,"Great 🌟 News about Dubai Property Market amid nowaday's COVID-19 Pandemic Crisis!

https://t.co/JlVIQ12nTu… https://t.co/SUXTZ2h75K","04/28/20","United Arab Emirates","AE","Dubai","admin",1,0,0,"en","Instagram"
1255046001733369856,"Dayo Emerald face mask. On sale @etsy head to https://t.co/Vh1DMXZk0l or click on link in bio. #etsy #linkinbio… https://t.co/1Dzsjd9JB4","04/28/20","United States","US","Los Angeles","city",0,0,0,"en","Instagram"
1255046004895817728,"Let us beat COVID 19 out of our lives.

Stay safe and healthy throughout.

Practice social distancing, 

Wash your… https://t.co/sNM2KlNgp8","04/28/20","Nigeria","NG","Nassarawa","admin",0.2066666666666667,0,0,"en","Instagram"
1255046059002396672,"This morning, at 11am, please join us as we observe a minute's silence to remember the NHS staff and key and critic… https://t.co/XySc3G4PBR","04/28/20","United Kingdom","GB","Camberwell","city",0,0,0,"en","Instagram"
1255046322572460032,"OUR 12TH COVID-19 GIVE AWAY WINNER GETS ALERT OF 5K....

Congratulations once again, sandradebbyc ....
•
•
Encourag… https://t.co/wcAeAYf7F8","04/28/20","Nigeria","NG","Lagos","city",0,0,0,"en","Instagram"
1255046707034730497,"💥 Thanks for your support 👍 ...................................................... #restealamaison #todosaldrabien… https://t.co/4BMlMU8urz","04/28/20","Spain","ES","Barcelona","city",0.2,0,0,"en","Instagram"
1255046748789264385,"Watch the heart-warming moment nurses cheer six-month-old Erin as she is transferred out of isolation two weeks aft… https://t.co/5QMk9WEm2a","04/28/20","United Kingdom","GB","Camberwell","city",0.4136363636363637,0,0,"en","Instagram"
1255047104034230274,"Multicolore  a paris #covid #covid19 #coronavirus #paris #photo #photos #photography #photooftheday #photoshoot… https://t.co/3kbbqA58U3","04/28/20","France","FR","Paris","city",0,1,0,"en","Instagram"
1255047441235300352,"Coming through with the pastels 💚😍
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#birthdaycake #happybirthday… https://t.co/zOmvaGyMjm","04/28/20","Nigeria","NG","Lagos","city",0,1,0,"en","Instagram"
1255047821721505793,"Wrapped #cautiontree #caution #creature #beautyintheeveryday #fujixt2 #london #dailyexercise #covid19 @ Hendon, Lon… https://t.co/2rQ8eQLQkz","04/28/20","United Kingdom","GB","Barnet","city",0,0,0,"en","Instagram"
1255047864553582592,"OK GUYS
COVID19 HAS RESTRICT US FROM EATING OUTSIDE.
I WOULD LIKE TO  ASK ALL OF YOUR SUPPORT TO ORCER MY BENTO C°1… https://t.co/q3RgiLUHd8","04/28/20","Singapore","SG","Central Region","admin",0.39999999999999997,1,0,"en","Instagram"
1255047959420403713,"INSTAGRAM COVID-19 CASH GIVE AWAY CONTINUES !!!
•
•
INSTRUCTIONS:
*Follow @phonemarttech &amp; phonemartbackup
•
*Follo… https://t.co/BR64B9k6Nb","04/28/20","Nigeria","NG","Lagos","city",0.3333333333333333,1,1,"en","Instagram"
1255048120930496512,"https://t.co/q1bIRBjDj8 Updated at 6:45 p.m. ET The White House released a blueprint for states on coronavirus test… https://t.co/h7u5cmagrt","04/28/20","United States","US","Austin","city",0,0,0,"en","dlvr.it"
1255048423738310657,"*NCC DIRECTORATE MAHARASHTRA STEPS UP ASSISTANCE TO CIVIL ADMINISTRATION :  NCC YOGDAAN DHULE DISTRICT*

Maharashtr… https://t.co/EB4rHpwgTT","04/28/20","India","IN","Mumbai","city",0,0,0,"en","Instagram"
1255048772402458624,"A new symptom of Covid 19 - somewhat more comfortable by the sounds of it... #couch #covid19 @ Kensal Green https://t.co/wQzKNBZQZp","04/28/20","United Kingdom","GB","Brent","city",0.2090909090909091,0,0,"en","Instagram"
1255049127228067842,"High street shops protected from aggressive rent collection.

https://t.co/4CCo6JiSPb

#covid19 #retailbusiness… https://t.co/UJbuMh4rgb","04/28/20","United Kingdom","GB","Chester","city",0.16,2,1,"en","Hootsuite Inc."
1255049220886867969,"Protect your family,  pets &amp; groomer. 
Your pet dog could have coronavirus.
.
First cats,  now dogs are also testin… https://t.co/93oIJzdVUA","04/28/20","United States","US","North Miami Beach","city",0.23863636363636365,0,0,"en","Instagram"
1255049415871672322,"Pretty in purple. On sale @etsy head to https://t.co/Vh1DMXZk0l or click on link in bio. #etsy #linkinbio #facemask… https://t.co/jvAnwVs6HQ","04/28/20","United States","US","Los Angeles","city",0.25,0,0,"en","Instagram"
1255049688883044352,"I make sure my family is safe #lecameras
#stayhomestaysafesavelives
#stayhomestaysafe #stayhomesavelives… https://t.co/uOf5ogK38o","04/28/20","India","IN","Bengaluru","city",0.5,0,0,"en","Instagram"
1255049825957097473,"More floor graphics for the workplace social distancing  #covid19 #staysafe #socialdistancing #floorgraphics… https://t.co/ywaSJx1eRk","04/28/20","United Kingdom","GB","East Midlands","admin",0.2111111111111111,0,0,"en","Instagram"
1255050529949888512,"Bring back our normal lives.....
I want a BBQ!!

https://t.co/KMMR6viwKr
Booking@djsoundproviders.com
Artist of rei… https://t.co/OYYpw8sWRd","04/28/20","The Netherlands","NL","Rotterdam","city",0.1171875,0,0,"en","Instagram"
1255050624049299456,"Who would have thought that this would be ‘The Look’ of SS20 ?
Thank you @able_mabel for the beautiful handmade fac… https://t.co/2q1FrsCpf7","04/28/20","United Kingdom","GB","City of London","city",0.675,1,1,"en","Instagram"
1255050634832891905,"Covid-19 Social Distancing signs available to order.  Call or Email us..

OXFORD
01865 722 104
oxford@seldram.co.uk… https://t.co/mFCdupmqHw","04/28/20","United Kingdom","GB","Oxford","city",0.3111111111111111,0,0,"en","Instagram"
1255051054439268352,"Thanks to Alphatribe for this review. This week would start SleazyMadrid 20th Anniversary, but the global crisis of… https://t.co/Ow8dMCVgxp","04/28/20","Spain","ES","Madrid","city",0.07999999999999999,0,0,"en","Instagram"
1255051350917988352,"Learn everything you need to know about digital marketing to get a job or to start-promote your business online.… https://t.co/bgicUyeis4","04/28/20","India","IN","Bengaluru","city",0.2,0,0,"en","Crowdfire App"
1255051889869090824,"Glasgow pub blasted over 'shockingly vile' coronavirus Facebook post: ... published on the Facebook page of The Und… https://t.co/wQHGyIiHXe","04/28/20","United Kingdom","GB","London","city",-0.14583333333333331,0,1,"en","dlvr.it"
1255052587457544192,"#covid19 #coronavirus @ Lake Mary, Florida https://t.co/TK0JeSvd22","04/28/20","United States","US","Lake Mary","city",0,0,0,"en","Instagram"
1255052620538032132,"This lockdown ain't getting funny at all oh. Everyone's angry because they are hungry.
@tundeednut
gossipmillnaija… https://t.co/1VzwtvDSp1","04/28/20","Nigeria","NG","Lagos","city",-0.125,0,0,"en","Instagram"
1255052797483061248,"Covid-19 make me have this monster. Anyone interested? #monstertoy @ Kuala Lumpur, Malaysia https://t.co/QREBHNTR4g","04/28/20","Malaysia","MY","Kuala Lumpur City","city",0.25,0,0,"en","Instagram"
